,chinese,english
16962,這只是偶發事件。,That only happens occasionally.
16963,你應該覺得不難。,That shouldn't be hard for you.
16964,那樹是湯姆的財産。,That tree is on Tom's property.
16965,這沒有任何區別。,That won't make any difference.
16966,這張臉我以前見過。,That's a face I've seen before.
16967,假設得很大。,That's a pretty big assumption.
16968,那不是貓。那是狗。,That's not a cat. That's a dog.
16969,軍隊鎮壓了叛亂。,The army quelled the rebellion.
16970,這個小嬰兒立刻去睡覺了。,The baby went to sleep at once.
16971,該法案將永遠不會通過。,The bill will never go through.
16972,這本書出版於1689年。,The book was published in 1689.
16973,我愛的那個男孩不愛我。,The boy I love doesn't love me.
16974,這個男孩讓他的父母高興。,The boy made his parents happy.
16975,男孩赤裸著上身。,The boy was naked to the waist.
16976,公車將在五分鐘後開動。,The bus leaves in five minutes.
16977,這輛公車客滿了。,The bus was filled to capacity.
16978,汽車撞上了卡車。,The car crashed into the truck.
16979,車在門口等著。,The car is waiting at the gate.
16980,胡蘿蔔要三美元。,The carrots cost three dollars.
16981,城堡在河的對面。,The castle is across the river.
16982,貓看著魚。,The cat is looking at the fish.
16983,這個小孩身體很燙。,The child's body felt feverish.
16984,孩子們怕湯姆。,The children are afraid of Tom.
16985,孩子們跑下了山丘。,The children ran down the hill.
16986,孩子們洗了他們的腳。,The children washed their feet.
16987,孩子們在放風箏。,The children were flying kites.
16988,這個城市毀於火災。,The city was destroyed by fire.
16989,生活費升高了。,The cost of living has gone up.
16990,生活費提高了。,The cost of living has gone up.
16991,小屋乾淨又整潔。,The cottage was clean and tidy.
16992,鄉間有很多樹。,The countryside has many trees.
16993,那個犯人還沒被抓到。,The criminal is still at large.
16994,這隻狗對著陌生人叫。,The dog barked at the stranger.
16995,這隻狗跟著我到了我家。,The dog followed me to my home.
16996,狗坐在碗旁邊。,The dog is sitting by the bowl.
16997,敵人在夜間攻擊了我們。,The enemy attacked us at night.
16998,整個世界都需要和平。,The entire world desires peace.
16999,展覽現在已經開放。,The exhibition is already open.
17000,家裡人一起吃了晚飯。,The family ate dinner together.
17001,比賽在九點鐘結束。,The game ended at nine o'clock.
17002,相關調查正在進行中。,The investigation is under way.
17003,法律有很多不明確的地方。,The law is full of ambiguities.
17004,法律不應受到侵犯。,The law should not be violated.
17005,獅子是萬獸之王。,The lion is the king of beasts.
17006,這名男子逃離了這個城市。,The man got away from the city.
17007,猴子爬上了樹。,The monkey climbed up the tree.
17008,派對在十點鐘結束。,The party ended at ten o'clock.
17009,這位鋼琴家演奏了兩首安可曲。,The pianist played two encores.
17010,飛機快要起飛了。,The plane is about to take off.
17011,警方拘留了他。,The police held him in custody.
17012,這個問題非常困難。,The problem was very difficult.
17013,路正在建。,The road is under construction.
17014,這條路因為下雨所以是濕的。,The road was wet from the rain.
17015,第二課非常簡單。,The second lesson is very easy.
17016,天空變得越來越暗了。,The sky grew darker and darker.
17017,天空烏雲密佈。,The sky is full of dark clouds.
17018,空中烏雲密佈。,The sky is full of dark clouds.
17019,這首歌讓我想家了。,The song reminds me of my home.
17020,溪水流進這個池塘裡。,The stream flows into the pond.
17021,太陽在晚上不亮。,The sun doesn't shine at night.
17022,太陽落到地平線下了。,The sun went below the horizon.
17023,這場談話將要持續三天。,The talks will last three days.
17024,毛巾完全沒起作用。,The towel wasn't useful at all.
17025,紅綠燈變成綠色了。,The traffic light turned green.
17026,樹木開始抽芽。,The trees are beginning to bud.
17027,兩隊打了場硬仗。,The two teams fought very hard.
17028,村裡沒通電。,The village has no electricity.
17029,訪客坐在我的對面。,The visitor sat across from me.
17030,遊艇繞浮標航行。,The yacht sailed around a buoy.
17031,他們的房子正在裝潢。,Their house is being remodeled.
17032,他們的婚禮將在明天舉行。,Their wedding will be tomorrow.
17033,天花板上有洞。,There are holes in the ceiling.
17034,市中心有很多旅館。,There are many hotels downtown.
17035,在墨西哥有很多貧民窟。,There are many slums in Mexico.
17036,天上沒有云。,There are no clouds in the sky.
17037,盒子裡有一些蛋。,There are some eggs in the box.
17038,桌上有個蘋果。,There is an apple on the table.
17039,沒有不冒煙的火。,There is no fire without smoke.
17040,桌上有個蘋果。,There is one apple on the desk.
17041,書桌上有一個蘋果。,There is one apple on the desk.
17042,天上沒有一片雲。,There isn't a cloud in the sky.
17043,房間裡沒有任何人。,There isn't anyone in the room.
17044,以前這裡有一座橋。,There used to be a bridge here.
17045,這裡以前有一座監獄。,There used to be a prison here.
17046,花園裡沒有人。,There was nobody in the garden.
17047,一個倖存者都沒有。,There wasn't a single survivor.
17048,院子裡的是狗屋。,There's a doghouse in the yard.
17049,我的房裡有部電話。,There's a telephone in my room.
17050,我的房間裡有一支電話。,There's a telephone in my room.
17051,總是會有人談論。,There's always someone talking.
17052,總是會有人說話。,There's always someone talking.
17053,桌上有一隻橙子。,There's an orange on the table.
17054,這箇相機裡沒有膠片。,There's no film in this camera.
17055,沒必要叫出租車。,There's no need to hail a taxi.
17056,你的臥室裡沒有人。,There's no one in your bedroom.
17057,沒有理由害怕。,There's no reason to be afraid.
17058,沒有理由生氣。,There's no reason to get angry.
17059,不要急著結婚。,There's no rush to get married.
17060,天上沒有云。,There's not a cloud in the sky.
17061,我們做不了別的。,There's nothing else we can do.
17062,你頭髮上粘著什麼東西。,There's something in your hair.
17063,正有什麼奇怪的事情發生著。,There's something odd going on.
17064,這雙鞋對我來說太大了。,These shoes are too big for me.
17065,他們是熱愛和平的人。,They are a peace-loving people.
17066,他們對結果很滿意。,They are happy with the result.
17067,他們正向森林而去。,They are making for the forest.
17068,他們決定建一座橋。,They decided to build a bridge.
17069,他們沒有信守諾言。,They didn't keep their promise.
17070,他們沒有遵從他們的父母。,They didn't obey their parents.
17071,他們辦了一系列的音樂會。,They gave a series of concerts.
17072,他們每個星期天上教堂。,They go to church every Sunday.
17073,他們自1989年以來一直在這裡。,They have been here since 1989.
17074,他們玩牌來殺時間。,They killed time playing cards.
17075,他們讓我們工作了一整天。,They made us work all day long.
17076,他們可能錯過了火車。,They may have missed the train.
17077,他們一定發生了意外。,They must have had an accident.
17078,他們這裡提供一流的美食。,They serve excellent food here.
17079,他們昨天學習英語。,They studied English yesterday.
17080,他們告訴我這是你的錯。,They told me it was your fault.
17081,他們獨自在圖書館裡。,They were alone in the library.
17082,他們直到明天前不會來。,They won't come until tomorrow.
17083,他們明天才會來。,They won't come until tomorrow.
17084,事情還沒給解釋清楚。,Things are not clearly defined.
17085,送你這輛自行車。,This bicycle is a gift for you.
17086,這輛自行車需要修理。,This bike needs to be repaired.
17087,這個炸彈可以炸死很多人。,This bomb can kill many people.
17088,這本書很有趣。,This book was very interesting.
17089,這本小冊子是免費的。,This booklet is free of charge.
17090,這個箱子太笨重了無法攜帶。,This box is too bulky to carry.
17091,這輛車不值得修理。,This car isn't worth repairing.
17092,這張椅子很舒服。,This chair is very comfortable.
17093,這個沙發很舒服。,This couch is very comfortable.
17094,這本字典是我妹妹的。,This dictionary is my sister's.
17095,我看這不正常。,This doesn't seem normal to me.
17096,這狗屋是湯姆建的。,This doghouse was built by Tom.
17097,那有時會發生。,This happens from time to time.
17098,這不關我的事。,This has nothing to do with me.
17099,此事與我無關。,This has nothing to do with me.
17100,這家旅館是去年蓋的。,This hotel was built last year.
17101,這棟房子屬於我的叔叔。,This house belongs to my uncle.
17102,這房子真漂亮。,This house is really beautiful.
17103,這個十字路口很危險。,This intersection is dangerous.
17104,這是個開始的好地方。,This is a great place to start.
17105,這是一張我全家的照片。,This is a picture of my family.
17106,這是一張我的全家福照片。,This is a picture of my family.
17107,這張是我媽媽的照片。,This is a picture of my mother.
17108,這是我姊姊的照片。,This is a picture of my sister.
17109,這是一部科學幻想小說。,This is a science fiction book.
17110,這是篇寫得很好的文章。,This is a well-written article.
17111,這個大約跟那個一樣大。,This is about as large as that.
17112,這對你來說很難，對不對？,"This is hard for you, isn't it?"
17113,這是兩件裡便宜的那個。,This is the cheaper of the two.
17114,這是我住的房子。,This is the house where I live.
17115,"這個工作一天有10,000日圓的報酬。","This job pays 10,000 yen a day."
17116,這可能不是真的鑽石。,This may not be a real diamond.
17117,這可能不是一顆真的鑽石。,This may not be a real diamond.
17118,這藥對你有好處。,This medicine will do you good.
17119,這個噪聲快把我逼瘋了。,This noise is driving me crazy.
17120,真是個驚喜！,This really is a nice surprise.
17121,這個房間有空調。,This room has air conditioning.
17122,這張桌子是木的。,This table is made out of wood.
17123,這張桌子是木製的。,This table is made out of wood.
17124,那些房子有500年了。,Those houses are 500 years old.
17125,他們倆又在吵架了。,Those two are quarreling again.
17126,精通英語是困難的。,To master English is difficult.
17127,湯姆往燉菜里加了西蘭花。,Tom added broccoli to the stew.
17128,湯姆看來總是在工作。,Tom always seems to be working.
17129,Tom和Mary是親密的朋友。,Tom and Mary are close friends.
17130,湯姆和瑪麗脫離了危險。,Tom and Mary are out of danger.
17131,湯姆和瑪麗很餓。,Tom and Mary are really hungry.
17132,湯姆和瑪麗兩個人都會說法語。,Tom and Mary both speak French.
17133,湯姆和瑪麗互相擁抱。,Tom and Mary hugged each other.
17134,湯姆為他所做的事道歉。,Tom apologized for what he did.
17135,湯姆讓瑪麗停車。,Tom asked Mary to stop the car.
17136,湯姆要求瑪麗停止工作。,Tom asked Mary to stop working.
17137,湯姆聲稱他不記得了。,Tom claims he doesn't remember.
17138,湯姆拍了手。,Tom clapped his hands together.
17139,湯姆從樹上爬了下來。,Tom climbed down from the tree.
17140,湯姆本可以報警的。,Tom could've called the police.
17141,湯姆本可以叫警察的。,Tom could've called the police.
17142,湯姆沒做解釋。,Tom didn't give an explanation.
17143,湯姆沒有提到他看見了瑪麗。,Tom didn't mention seeing Mary.
17144,湯姆似乎不想贏。,Tom didn't seem to want to win.
17145,湯姆死於交通事故。,Tom died in a traffic accident.
17146,湯姆不知道它壞成什麼樣。,Tom doesn't know how bad it is.
17147,湯姆不知道為什麼瑪麗走了。,Tom doesn't know why Mary left.
17148,湯姆去年上完了大學。,Tom finished college last year.
17149,湯姆把他的大衣忘在樓下了。,Tom forgot his coat downstairs.
17150,湯姆找到了瑪麗的住處。,Tom found out where Mary lives.
17151,湯姆載瑪麗去波士頓。,Tom gave Mary a ride to Boston.
17152,湯姆騎摩托車上班。,Tom goes to work by motorcycle.
17153,湯姆得了第一名，不是嗎?,"Tom got first prize, didn't he?"
17154,Tom有個十三歲的女兒。,Tom has a 13-year-old daughter.
17155,Tom有個在波士頓的女友。,Tom has a girlfriend in Boston.
17156,湯姆有一大罐零錢。,Tom has a large jar of pennies.
17157,湯姆一直都是單身漢。,Tom has always been a bachelor.
17158,湯姆很合作。,Tom has been quite cooperative.
17159,湯姆又改變了他的主意。,Tom has changed his mind again.
17160,Tom沒有兄弟也沒有姊妹。,Tom has no brothers or sisters.
17161,湯姆必須再考。,Tom has to take the test again.
17162,湯姆還沒有失去信心。,Tom hasn't lost his confidence.
17163,湯姆討厭鯡魚味。,Tom hates the smell of herring.
17164,湯姆是瑪麗的一個好朋友。,Tom is a good friend of Mary's.
17165,湯姆是法語母語者。,Tom is a native French speaker.
17166,湯姆是個專業的魔術師。,Tom is a professional magician.
17167,湯姆一定會準時來的。,Tom is certain to come on time.
17168,湯姆明天離開波士頓。,Tom is leaving Boston tomorrow.
17169,湯姆赤裸著上身。,Tom is naked from the waist up.
17170,湯姆現在是軟體工程師。,Tom is now a software engineer.
17171,湯姆和約翰關係很好。,Tom is on good terms with John.
17172,湯姆日夜兼程。,Tom is on the go day and night.
17173,湯姆很可能遲到。,Tom is quite likely to be late.
17174,湯姆正在服無期徒刑。,Tom is serving a life sentence.
17175,湯姆是鎮裡最好的理髮師。,Tom is the best barber in town.
17176,湯姆是不是很煩人？,"Tom is very annoying, isn't he?"
17177,湯姆上夜班。,Tom is working the night shift.
17178,湯姆對此不嚴格。,Tom isn't very strict about it.
17179,湯姆親吻了瑪麗的兩頰。,Tom kissed Mary on both cheeks.
17180,湯姆知道我們不高興。,Tom knows that we aren't happy.
17181,湯姆很喜歡巧克力蛋糕。,Tom likes chocolate cake a lot.
17182,湯姆喜歡坐在地上。,Tom likes sitting on the floor.
17183,湯姆看來受了點驚嚇。,Tom looked a little frightened.
17184,湯姆看起來很肯定。,Tom looked like he was certain.
17185,湯姆可能想讓你幫他。,Tom might want you to help him.
17186,湯姆現在就需要錢。,Tom needs the money right away.
17187,湯姆從來沒完全恢復。,Tom never recovered completely.
17188,湯姆擁有兩套房子和一隻船。,Tom owns two houses and a boat.
17189,湯姆下國際象棋比我好。,Tom plays chess better than me.
17190,湯姆把鑰匙放在口袋裡。,Tom put his keys in his pocket.
17191,湯姆把錢包放在了桌子上。,Tom put his wallet on the desk.
17192,湯姆說他想哭。,Tom said that he wanted to cry.
17193,湯姆說它是鑽石。,Tom said that it was a diamond.
17194,Tom說他感覺不舒服。,Tom says he isn't feeling well.
17195,湯姆搜查了衣櫃裡面。,Tom searched inside the closet.
17196,湯姆好像什麼都會忘。,Tom seems to forget everything.
17197,湯姆應該有很多時間。,Tom should have plenty of time.
17198,Tom每天早上去散步。,Tom takes a walk every morning.
17199,湯姆昨天和瑪麗說話了。,Tom talked with Mary yesterday.
17200,湯姆以為瑪麗被嚇到了。,Tom thought Mary was surprised.
17201,湯姆告訴我他討厭聖誕節。,Tom told me he hated Christmas.
17202,湯姆告訴我他正在回來。,Tom told me he was coming back.
17203,湯姆告訴我他會馬上回來。,Tom told me he'd be right back.
17204,湯姆告訴我他沒贏。,Tom told me that he didn't win.
17205,湯姆打開了電風扇。,Tom turned on the electric fan.
17206,湯姆脫光睡覺了。,Tom undressed and got into bed.
17207,湯姆想讓瑪麗更努力地學習。,Tom wants Mary to study harder.
17208,湯姆不敢求助。,Tom was afraid to ask for help.
17209,湯姆出生於2013年波士頓。,Tom was born in Boston in 2013.
17210,Tom躲在桌子底下。,Tom was hiding under the table.
17211,湯姆上週末在波士頓。,Tom was in Boston last weekend.
17212,湯姆見到我並沒有驚訝。,Tom wasn't surprised to see me.
17213,湯姆去那裡學法語。,Tom went there to learn French.
17214,湯姆不會讓你進他的屋子。,Tom won't let you in his house.
17215,湯姆的生活被徹底改變了。,Tom's life was changed forever.
17216,明天我得購物。,Tomorrow I have to go shopping.
17217,在十字路口右轉。,Turn right at the intersection.
17218,把收音機開大聲一點。,Turn up the radio a little bit.
17219,兩滴眼淚從她的臉頰滑落下來。,Two tears fell down her cheeks.
17220,金星沒有衛星。,Venus doesn’t have any moons.
17221,很少人活到100歲。,Very few people live to be 100.
17222,走過兩個街區，然後左轉。,"Walk two blocks, and turn left."
17223,戰爭不會使任何人幸福。,War doesn't make anybody happy.
17224,湯姆昨天晚上在看電視嗎？,Was Tom watching TV last night?
17225,水是生命所不可缺少的。,Water is indispensable to life.
17226,我們明天要離開。,We are going to leave tomorrow.
17227,我們很遺憾沒能幫助你們。,We are sorry we can't help you.
17228,我們今天晚上可以運送它。,We can deliver it this evening.
17229,我們不知道下一步要做什麼。,We didn't know what to do next.
17230,我們別無選擇。,We don't have any other choice.
17231,我們玩的很開心。,We enjoyed ourselves very much.
17232,我們發現前門被鎖上了。,We found the front door locked.
17233,我們有在這裡停車的許可。,We got permission to park here.
17234,昨晚下了一場大雨。,We had a heavy rain last night.
17235,昨天下很多雨。,We had a lot of rain yesterday.
17236,去年下了很多雪。,We had a lot of snow last year.
17237,去年冬天很暖和。,We had a mild winter last year.
17238,我們為她舉辦了一個歡迎會。,We had a welcome party for her.
17239,今晚我們有充分的時間。,We have plenty of time tonight.
17240,我們要做些決定。,We have some decisions to make.
17241,我們沒有足夠的時間了。,We just don't have enough time.
17242,我們早餐做了煎餅。,We made pancakes for breakfast.
17243,我們今天下午兩點見得面。,We met at two in the afternoon.
17244,我們去年秋天搬到了紐約。,We moved to New York last fall.
17245,我們須做該做的事。,We need to do what's necessary.
17246,我們在日本常常吃生魚。,We often eat fish raw in Japan.
17247,我們計劃去爬那座山。,We plan to climb that mountain.
17248,我們昨天打籃球。,We played basketball yesterday.
17249,我們用了一整天打撲克。,We played poker the entire day.
17250,我們現在都該早點睡。,We should all sleep easier now.
17251,我們應該更小心的。,We should've been more careful.
17252,輪到他時，我們故意跳過了他。,We skipped his turn on purpose.
17253,我們認為湯姆會很快回來。,We think Tom will be back soon.
17254,我們沿著河散步。,We took a walk along the river.
17255,我們參加了討論。,We took part in the discussion.
17256,我們輪流駕駛。,We took turns with the driving.
17257,我們遊覽了所有主要城市。,We toured all the major cities.
17258,我們搭飛機去墨西哥旅行。,We traveled to Mexico by plane.
17259,我們去年遇到了赤字。,We went into the red last year.
17260,我們上週去了海灘。,We went to the beach last week.
17261,我們幾乎被凍死了。,We were nearly frozen to death.
17262,星期天前我們將會待在這裡。,We will stay here until Sunday.
17263,雨停了我們就會去。,We'll go when it quits raining.
17264,我們明天會去波士頓。,We're going to Boston tomorrow.
17265,我們要在這裡待一整天。,We're going to be here all day.
17266,我們要建避難所。,We're going to set up shelters.
17267,我們快要結束了。,We're just about finished here.
17268,我們對你很失望。,We're very disappointed in you.
17269,我們決定要保持沉默。,We've decided to remain silent.
17270,我們盡力了。,We've done everything possible.
17271,我們已竭盡所能。,We've done everything possible.
17272,我們不得不給你一點幫助了,We've got to get you some help.
17273,我們真的得加緊步伐了。,We've really got to step on it.
17274,我們在這裡花了太多時間。,We've spent too much time here.
17275,穿你想穿的。,Wear whatever you want to wear.
17276,你上個月在美國嗎?,Were you in America last month?
17277,你上個夏季在波士頓嗎？,Were you in Boston last summer?
17278,濕衣服貼著你的皮膚。,Wet clothes stick to your skin.
17279,你今天要做什麼?,What are you going to do today?
17280,你在看什麼？,What are you reading right now?
17281,你們兩個在爭論甚麼？,What are you two arguing about?
17282,你覺得這個怎麼樣？,What are your thoughts on this?
17283,湯姆打算讓瑪麗做什麼？,What did Tom expect Mary to do?
17284,當時你在做什麼？,What did you do at that moment?
17285,去年聖誕節做了什麼了？,What did you do last Christmas?
17286,你用那本書做什麼？,What did you do with that book?
17287,你耶誕節得到了什麼?,What did you get for Christmas?
17288,你說你叫什麼名字？,What did you say your name was?
17289,你早餐吃什麼？,What do you have for breakfast?
17290,你知道中央情報局的什麼？,What do you know about the CIA?
17291,你要這錢幹嘛？,What do you need the money for?
17292,你實際上想說什麼？,What do you really want to say?
17293,你覺得這個計畫如何?,What do you think of this plan?
17294,想要什麼樣的聖誕節禮物呢？,What do you want for Christmas?
17295,你早餐想要吃什麼？,What do you want for breakfast?
17296,你想讓我做甚麼，湯姆？,"What do you want me to do, Tom?"
17297,其他人怎麼想？,What does everybody else think?
17298,他在信上說什麼？,What does he say in his letter?
17299,你還發現什麼了？,What else have you figured out?
17300,你昨天發生了什麼事？,What happened to you yesterday?
17301,你的電腦怎麼了？,What happened to your computer?
17302,你用我的袋子做了什麼？,What have you done with my bag?
17303,你把我的筆怎麼了?,What have you done with my pen?
17304,你用我的筆做了什麼?,What have you done with my pen?
17305,他說的話根本毫無意義。,What he says is total nonsense.
17306,他說的話不合情理。,What he says is total nonsense.
17307,還有什麼比友情更好呢？,What is better than friendship?
17308,你想對我說什麼？,What is it you want to tell me?
17309,你想跟我說什麼？,What is it you want to tell me?
17310,您想告訴我什麼？,What is it you want to tell me?
17311,這條河叫什麼名字?,What is the name of that river?
17312,這條河的名字是什麼?,What is the name of that river?
17313,這條河叫什麼名字?,What is the name of this river?
17314,這條河的名字是什麼?,What is the name of this river?
17315,長頸鹿是怎麼叫的？,What sound does a giraffe make?
17316,你最喜歡什麼科目?,What subjects do you like best?
17317,你今天幾點起的床？,What time did you get up today?
17318,我們明天幾點出發？,What time do we leave tomorrow?
17319,電影什麼時候開始？,What time does the movie start?
17320,電影什麼時間開始？,What time does the movie start?
17321,你昨天晚上做什麼?,What were you up to last night?
17322,您建議我做什麼？,What would you advise me to do?
17323,你們想吃什麼？,What would you all like to eat?
17324,你晚餐想吃什麼?,What would you like for supper?
17325,今天的匯率是多少？,What's the exchange rate today?
17326,那樣做有什麼用?,What's the point in doing that?
17327,幹嘛那麼麻煩?,What's the point in doing that?
17328,最壞的情境是什麼？,What's the worst-case scenario?
17329,你的頭髮自然髮色是什麼顏色？,What's your natural hair color?
17330,當我到達時，天正下著雨。,"When I arrived, it was raining."
17331,當我聽到這個消息，我哭了。,"When I heard the news, I cried."
17332,當我醒來時，天正下著雪。,"When I woke up, it was snowing."
17333,你什麼時候學會游泳的？,When did you learn how to swim?
17334,你爸爸什麼時候回家？,When did your father come home?
17335,你什麼時候練習彈鋼琴？,When do you practice the piano?
17336,下一班火車什麼時候開？,When does the next train leave?
17337,那是新學校什麼時候開學？,When will that new school open?
17338,你什麼時候做完工作？,When will you finish your work?
17339,你想要什麼時候見他?,When would you like to see him?
17340,你在這裡的時候，我感到更安全。,"When you're here, I feel safer."
17341,你們要帶我去哪？,Where are you going to take me?
17342,你打算在哪裡留宿？,Where are you planning to stay?
17343,我們能在哪兒打電話？,Where can we make a phone call?
17344,我們能在哪裡打電話？,Where can we make a phone call?
17345,你們在哪找到我的雨傘的？,Where did you find my umbrella?
17346,這條街通到哪裡？,Where does this street lead to?
17347,哪個比較重，鉛還是黃金？,"Which is heavier, lead or gold?"
17348,哪一個比較大，東京或神戶?,"Which is larger, Tokyo or Kobe?"
17349,你指的是哪個？,Which one are you referring to?
17350,你在車站看見了誰?,Who did you see at the station?
17351,這把吉他是誰的？,Who does this guitar belong to?
17352,你還認識波士頓的誰？,Who else in Boston do you know?
17353,這本書的作者是誰?,Who is the author of this book?
17354,誰告訴你們湯姆把腿摔斷的？,Who told you Tom broke his leg?
17355,誰將照顧這個嬰兒？,Who will take care of the baby?
17356,這本小說的作者是誰？,Who's the author of this story?
17357,這家公司的老闆是誰？,Who's the boss of this company?
17358,這張照片裡的女孩是誰？,Who's the girl in this picture?
17359,你為什麼這麼神秘？,Why are you being so secretive?
17360,你為什麼在這裡坐著？,Why are you just sitting there?
17361,為什麼你做飯那麼拿手呢？,Why are you so good at cooking?
17362,你為什麼戴那條圍巾？,Why are you wearing that scarf?
17363,為什麼他今天不能打網球呢？,Why can't he play tennis today?
17364,你為甚麼買日本車？,Why did you buy a Japanese car?
17365,你為什麼這麼早來這裡？,Why did you come here so early?
17366,你們為什麼想今天走？,Why do you want to leave today?
17367,你為什麼不請一天假？,Why don't you take the day off?
17368,為什麼任何人應該感到驚喜？,Why should anyone be surprised?
17369,今天早上你為什麼遲到了呢?,Why were you late this morning?
17370,為什麼他們會需要那麼做呢？,Why would they need to do that?
17371,您能給我留這箇座嗎？,Will you hold this seat for me?
17372,您允許我去嗎？,Will you permit me to go there?
17373,能不能請你拿著這端？,Will you please hold this edge?
17374,你收私人支票嗎?,Will you take a personal check?
17375,沒有水，我們無法生存。,"Without water, we cannot exist."
17376,有人要咖啡嗎？,Would anybody like some coffee?
17377,你想再喝點咖啡嗎？,Would you care for more coffee?
17378,你可以借我你的腳踏車嗎?,Would you lend me your bicycle?
17379,你要來杯咖啡嗎?,Would you like a cup of coffee?
17380,來杯咖啡嗎？,Would you like a cup of coffee?
17381,您想吃點什麼嗎？,Would you like anything to eat?
17382,你想再來些醬汁嗎？,Would you like some more gravy?
17383,你想做我的朋友嗎？,Would you like to be my friend?
17384,你願意解釋嗎？,Would you mind explaining this?
17385,請你鎖門好嗎？,Would you please lock the door?
17386,請你開門好嗎?,Would you please open the door?
17387,你會開車，不是嗎?,"You can drive a car, can't you?"
17388,你可以從銀行貸款。,You can get a loan from a bank.
17389,你想拿什麼就拿什麼。,You can take whatever you like.
17390,如果你喜歡你可以用我的車。,You can use my car if you like.
17391,你不必搭計程車。,You didn't need to take a taxi.
17392,你沒必要那麼正式。,You don't have to be so formal.
17393,你不必早起。,You don't have to get up early.
17394,你不必這麼大聲說話。,You don't have to talk so loud.
17395,你不必這麼辛苦地工作。,You don't have to work so hard.
17396,你不喜歡生魚片，是嗎？,"You don't like sashimi, do you?"
17397,你不想做編輯？,You don't want to be an editor?
17398,你很有幽默感。,You have a good sense of humor.
17399,你不需要害羞。,You have no need to be ashamed.
17400,你一點方向感都沒有。,You have no sense of direction.
17401,你有三輛車對嗎？,"You have three cars, don't you?"
17402,你必須給湯姆更多時間。,You have to give Tom more time.
17403,你必須去醫院。,You have to go to the hospital.
17404,你必須事先預約。,You have to make a reservation.
17405,你可知道那是你的責任。,You know that that's your duty.
17406,你很清楚我想要什麼。,You know very well what I want.
17407,你看起來就像你的母親。,You look just like your mother.
17408,你可以拿你喜歡的東西。,You may take anything you like.
17409,你必須永遠說實話。,You must always tell the truth.
17410,你必須在10點前回來。,You must be back by 10 o'clock.
17411,你肯定腦子糊掉了。,You must be mentally exhausted.
17412,你得等下一班公車。,You must wait for the next bus.
17413,你要讓我來解決。,You need to let me handle this.
17414,你需要在星期一前註冊。,You need to register by Monday.
17415,你從來不聽我們的建議。,You never listen to our advice.
17416,你應該信守諾言。,You ought to keep your promise.
17417,關於那件事你欠我一個道歉。,You owe me an apology for that.
17418,你應該永遠盡力而為。,You should always do your best.
17419,你應該諮詢你的醫生。,You should consult your doctor.
17420,你應該多吃蔬菜。,You should eat more vegetables.
17421,你應該保密的。,You should have kept it secret.
17422,你從來就不該干涉。,You should've never interfered.
17423,你昨晚確實很吵。,You sure were noisy last night.
17424,你最好馬上去睡覺。,You'd better go to bed at once.
17425,你最好立馬去睡覺。,You'd better go to bed at once.
17426,您最好穿一件雨衣。,You'd better put on a raincoat.
17427,你最好派人去請醫生來。,You'd better send for a doctor.
17428,你要接電話。,You'll be answering the phones.
17429,有一天你會忘了我。,You'll forget about me someday.
17430,你是一個美麗的女孩。,You're a beautiful young woman.
17431,你是一個美麗的女人。,You're a beautiful young woman.
17432,你是一名教授，不是嗎？,"You're a professor, aren't you?"
17433,你總是跟蜜蜂一樣地忙碌。,You're always as busy as a bee.
17434,你是個優秀的記者。,You're an excellent journalist.
17435,你是要做決定的人。,You're the one who must decide.
17436,你的眼鏡掉在地上了。,Your glasses fell on the floor.
17437,你的問題和我沒有關係。,Your problems don't concern me.
17438,你的建議有點極端。,Your proposal is a bit extreme.
17439,你兒子正在和我女兒約會。,Your son is dating my daughter.
17440,“盒子裡有什麼？”“什麼都沒有。”,"""What's in that box?"" ""Nothing."""
17441,“是誰？”“是你媽媽。”,"""Who is it?"" ""It's your mother."""
17442,一個美麗的女孩坐在我旁邊。,A beautiful girl sat next to me.
17443,一張卡片被附在了禮物上。,A card was attached to the gift.
17444,電腦是個複雜的機器。,A computer is a complex machine.
17445,一個朋友明天要過來。,A friend's coming over tomorrow.
17446,今晚能看到滿月。,A full moon can be seen tonight.
17447,我的大腦裡突然出現了一個很好的想法。,A good idea suddenly came to me.
17448,省下了一分錢，就等於賺了一分錢。,A penny saved is a penny earned.
17449,滾石不生苔。,A rolling stone gathers no moss.
17450,行動勝於雄辯。,Actions speak louder than words.
17451,坐而言不如起而行。,Actions speak louder than words.
17452,行動比語言更響亮。,Actions speak louder than words.
17453,我吃完晚飯後做作業。,"After dinner, I did my homework."
17454,法律之前人人平等。,All men are equal under the law.
17455,所有的植物都需要陽光和水。,All plants need water and light.
17456,所有的辦公桌抽屜都是空的。,All the desk drawers were empty.
17457,你們三個很走運。,All three of you are very lucky.
17458,幾乎所有的工作都完成了。,Almost all the work is done now.
17459,美國是一個移民國家。,America is a land of immigrants.
17460,一場令人難忘的事件發生了。,An unforgettable event occurred.
17461,四月春雨，五月花。,April showers bring May flowers.
17462,湯姆和瑪麗都是加拿大人嗎？,Are both Tom and Mary Canadians?
17463,火車票貴嗎？,Are the train tickets expensive?
17464,箱子裡有蘋果嗎?,Are there any apples in the box?
17465,還有其他建議嗎？,Are there any other suggestions?
17466,明天下午你忙嗎?,Are you busy tomorrow afternoon?
17467,你身上有很多錢嗎？,Are you carrying a lot of money?
17468,你完成你的工作了嗎？,Are you finished with your work?
